day_index,date,history_days_used,candidate,method,quantile,margin_kw,historical_score,realized_candidate_score,mae_kw,daily_energy_error_kwh
14,2025-01-15,14,mean14_q85,mean14,0.85,113.78445187499987,4435.895806703335,2146.2259327615893,85.9514706491815,-1683.9117481994028
15,2025-01-16,15,mean14_q85,mean14,0.85,102.96390999999961,4283.251148440552,2430.6041739978796,106.74306022817444,-2302.4784197618997
16,2025-01-17,16,mean14_q85,mean14,0.85,99.47177583333274,4167.460712537884,2565.503830399998,114.26377848296933,-2512.432817123009
17,2025-01-18,17,mean14_q80,mean14,0.8,49.86400380952365,4067.047047830604,2236.7502825942292,90.1350725066137,-1673.869624444442
18,2025-01-19,18,mean14_q80,mean14,0.8,46.90033333333304,3965.363894206361,2476.022356398453,79.37425138888882,-1146.2761150793622
19,2025-01-20,19,mean30_q80,mean30,0.8,44.52608153846188,3885.0306186072175,2274.9075150681474,104.18709832433657,-2264.211833360327
20,2025-01-21,20,mean30_q80,mean30,0.8,35.62096285714303,3804.524463430264,4392.530479942681,244.22429692956362,-5859.207818214289
21,2025-01-22,21,mean14_q80,mean14,0.8,32.311529999999934,3827.2015893426023,3071.530041875382,75.25089986111112,-459.3180228571415
22,2025-01-23,22,mean30_q80,mean30,0.8,30.128025000000033,3781.747094544846,2542.6149885143177,61.70098401199498,-24.13191325757583
23,2025-01-24,23,mean30_q80,mean30,0.8,33.56382500000018,3727.8717855869972,2714.9514778782086,158.25402543025376,-3792.5231389492783
24,2025-01-25,24,mean30_q80,mean30,0.8,26.52044000000013,3685.6667727657973,4164.844613886085,219.1709813252316,-5260.103551805558
25,2025-01-26,25,mean30_q80,mean30,0.8,19.67328000000004,3704.833886410609,3462.704343559732,115.9171335833333,-1485.1331153333335
26,2025-01-27,26,mean30_q80,mean30,0.8,17.666028571428797,3695.5212116855755,3671.952721732329,177.0231247977718,-4177.971629578757
27,2025-01-28,27,mean14_q80,mean14,0.8,25.943899999999683,3681.4564595906554,2209.5374494482166,74.15014136904756,-909.4767452380895
28,2025-01-29,28,mean14_q80,mean14,0.8,26.012799999999366,3628.88792351414,4465.530970161661,221.40945456349178,-5313.826909523803
29,2025-01-30,29,mean14_q80,mean14,0.8,20.175315000000236,3657.737683743365,2289.9230366528,123.80179762400806,-2970.381640833336
30,2025-01-31,30,mean14_q80,mean14,0.8,14.072450000000575,3612.1438621736797,2488.985985646546,90.4803417658731,-1559.611228571434
31,2025-02-01,31,mean14_q80,mean14,0.8,21.504999999999995,2767.778389569231,1797.8138404123815,90.67006309523815,-2100.719295238096
32,2025-02-02,32,mean14_q80,mean14,0.8,12.265539999999742,2698.712256710144,2549.967215958449,130.97844180555538,-3143.482603333329
33,2025-02-03,33,mean14_q80,mean14,0.8,3.668821666666694,2706.3326432404133,2648.9904136925766,95.95824976025135,-1674.5781096428602
34,2025-02-04,34,mean14_q80,mean14,0.8,2.89109342857143,2738.2997898825624,5026.317964646603,82.09500603968257,615.0304438095252
