day_index,date,history_days_used,candidate,method,quantile,margin_kw,historical_score,realized_candidate_score,mae_kw,daily_energy_error_kwh
93,2025-04-04,93,weighted30_q80,weighted30,0.8,0.006187268817204306,5032.454911853355,3493.529104016061,281.73847286648754,-6760.398306415773
94,2025-04-05,94,weighted30_q80,weighted30,0.8,0.004636774193548431,4978.058139250072,3669.734702898245,145.54531926821977,-1462.5185477419313
95,2025-04-06,95,weighted30_q80,weighted30,0.8,0.005818709677419354,5006.835487830871,3210.5955569285566,150.3960252284946,-3482.6761573118274
96,2025-04-07,96,weighted30_q80,weighted30,0.8,0.0008833118279569919,4993.326984289289,5939.809355191869,228.2567397992831,-4117.761782107529
97,2025-04-08,97,weighted30_q80,weighted30,0.8,0.005445376344086017,5118.188900674472,3090.3983144310464,153.24082734916374,-3326.440532724015
98,2025-04-09,98,weighted30_q80,weighted30,0.8,0.005856387096774202,5098.558759380812,10395.311467848995,178.27102884557942,1820.3373001648736
99,2025-04-10,99,weighted30_q80,weighted30,0.8,0.007847827956989252,5195.840318666862,4779.405171443232,169.77967529091993,-2844.766533118277
100,2025-04-11,100,weighted30_q80,weighted30,0.8,0.007439784946236558,5227.609151283147,3098.966589364984,255.45293454002407,-6129.895927526884
101,2025-04-12,101,weighted30_q80,weighted30,0.8,0.00735750537634416,5188.828993021132,4105.309145777418,181.70846320609314,-1795.0145866666671
102,2025-04-13,102,weighted30_q80,weighted30,0.8,0.006892645161290321,4925.228740971675,3502.273862438137,111.97296297939066,-1649.9733004659493
103,2025-04-14,103,weighted30_q80,weighted30,0.8,0.008265419354838712,4941.811152366602,3968.4128318340613,178.04667593966553,-3818.4117635268835
104,2025-04-15,104,weighted30_q80,weighted30,0.8,0.006596602150537645,4862.456088022387,6414.243625768138,257.65005169205483,-5026.5152728817175
105,2025-04-16,105,weighted30_q80,weighted30,0.8,0.006596602150537645,4938.290088647924,6278.796578857849,138.550494181601,152.10915790681193
106,2025-04-17,106,weighted30_q80,weighted30,0.8,0.010197204301075331,4933.094158234264,4286.790665904493,144.20328263142173,-2249.2109202150536
107,2025-04-18,107,weighted30_q80,weighted30,0.8,0.01143763440860215,4925.710221901562,2296.2969204460496,138.1610975179212,-2539.834639928318
108,2025-04-19,108,weighted30_q80,weighted30,0.8,0.013232387096774222,4829.226905036984,3274.8461974306615,145.92252598835117,-2282.681487491037
109,2025-04-20,109,weighted30_q80,weighted30,0.8,0.03202352688171785,4846.472897560905,4670.878743533218,149.39480411140988,-2177.1506611827945
110,2025-04-21,110,weighted30_q80,weighted30,0.8,0.08531230107526908,4883.253659824035,5003.484334820732,278.80084340322577,-6690.547940917562
111,2025-04-22,111,weighted30_q80,weighted30,0.8,0.0625561290322586,4966.992690368596,5145.611071692969,160.66554817801676,-1876.808757275988
112,2025-04-23,112,weighted30_q80,weighted30,0.8,0.07837212903225807,4962.888862393281,5625.729219754312,195.74507366009564,-2650.5528682867393
113,2025-04-24,113,weighted30_q80,weighted30,0.8,0.0972505806451623,5010.832378965136,5001.107991262555,259.0417952350657,-6180.5555499283155
114,2025-04-25,114,weighted30_q80,weighted30,0.8,0.07836559139784946,5000.894464039093,2697.779426072906,216.21896735215043,-5060.022692580642
115,2025-04-26,115,weighted30_q80,weighted30,0.8,0.0731795698924732,4915.290096974588,3137.484292882764,303.32917212216245,-6922.366658315412
116,2025-04-27,116,weighted30_q80,weighted30,0.8,0.0763190537634404,4915.702411802452,2377.936092958339,130.96253040740743,-2815.527746666669
117,2025-04-28,117,weighted30_q80,weighted30,0.8,0.08941686021505378,4908.655661389942,19682.5249567382,282.9039674097969,5005.261471612903
118,2025-04-29,118,mean30_q80,mean30,0.8,0.00058,5374.729632056592,5772.609756587612,256.9672177314816,-5528.171167777779
119,2025-04-30,119,mean30_q85,mean30,0.85,0.13445666666666664,5366.683814613413,7511.229529485664,288.3392339351852,-4897.567156666669
120,2025-05-01,120,mean30_q85,mean30,0.85,0.2936470000000823,5424.580935600255,3776.3536026776515,195.5919587800928,-4516.896367388894
121,2025-05-02,121,mean30_q80,mean30,0.8,0.00058,5302.395876764026,11154.746559254223,233.57601962962968,4756.237734444445
122,2025-05-03,122,weighted30_q85,weighted30,0.85,86.96346830107622,5286.2474337596905,3652.1612306871257,143.1806451305258,-805.1768233046726
123,2025-05-04,123,weighted30_q85,weighted30,0.85,102.50821148387105,5270.238036980873,7510.298419306692,268.2353714366787,-3870.170677519717
124,2025-05-05,124,weighted30_q85,weighted30,0.85,113.50284774193574,5403.882877217006,8683.452321738565,177.83242785095575,-391.5496747311878
125,2025-05-06,125,weighted30_q90,weighted30,0.9,284.0237200860206,5542.9610651756375,7012.783534496642,272.4903176260452,-5179.319147168449
126,2025-05-07,126,mean30_q90,mean30,0.9,194.20950600000035,5627.743372945338,2906.179162947558,127.64972743055569,-2672.58830166667
127,2025-05-08,127,mean30_q90,mean30,0.9,203.5325360000012,5531.0153727311645,8178.440563696797,214.62410965740744,-1244.8725122222372
128,2025-05-09,128,mean30_q90,mean30,0.9,245.44910633333424,5671.989830007854,2804.966486297043,154.1041701828706,-2870.245633611121
129,2025-05-10,129,weighted30_q90,weighted30,0.9,336.1006128172036,5488.077456240342,7660.92824341092,199.16821800179207,-187.83557863798438
130,2025-05-11,130,weighted30_q90,weighted30,0.9,369.1392690322574,5582.211317731173,7218.461432480419,231.31421681750282,-3586.116202401423
131,2025-05-12,131,weighted30_q90,weighted30,0.9,394.92451107526813,5694.144933122924,9514.147746606815,384.8579743018217,-7244.4078687275905
132,2025-05-13,132,weighted14_q85,weighted14,0.85,311.3701888571426,5873.722489649473,4662.620342233854,226.63791311970886,-5239.127309222217
133,2025-05-14,133,weighted14_q85,weighted14,0.85,311.08769309523825,5914.94941770994,4830.299153398539,238.69832610945767,-5590.47110186508
134,2025-05-15,134,weighted14_q85,weighted14,0.85,311.5958133809518,5939.5268655953,4217.983272724063,208.11122929861088,-4684.4240864841195
135,2025-05-16,135,weighted14_q85,weighted14,0.85,313.4252457142851,5863.615920269079,4750.599848674247,406.5175879431212,-9756.422110634909
136,2025-05-17,136,weighted14_q85,weighted14,0.85,299.3532365714285,5815.716766256016,6424.816341414336,235.6723862619048,-1644.0223579047579
137,2025-05-18,137,weighted14_q85,weighted14,0.85,314.06067142857137,5900.027484562275,6663.975593918825,256.45746804894185,-4286.08332142857
138,2025-05-19,138,weighted14_q85,weighted14,0.85,321.9345942857143,6039.887969144946,6882.737060362333,413.4669068518519,-9898.632145079366
139,2025-05-20,139,weighted14_q85,weighted14,0.85,315.51056285714236,6152.790292100512,7113.0593359525055,207.46194628306867,-2378.0221130158698
140,2025-05-21,140,weighted14_q85,weighted14,0.85,329.5412037142862,6233.859340266855,6654.760394611667,287.970131003307,-5729.1768962381
141,2025-05-22,141,weighted14_q85,weighted14,0.85,344.169658380952,6263.107181818009,4891.005839531708,240.37650111772462,-5649.10496498412
142,2025-05-23,142,weighted14_q85,weighted14,0.85,335.288867333334,6254.295577179396,3453.076591075222,225.20596100595256,-4946.974297666672
143,2025-05-24,143,weighted14_q85,weighted14,0.85,333.2463980952375,6197.724639099939,4287.3346236186335,320.48149021825367,-7148.512410952373
144,2025-05-25,144,weighted14_q85,weighted14,0.85,336.7392293333342,6155.974094103219,5834.726252105012,316.3401286190481,-7592.163086857154
145,2025-05-26,145,weighted14_q85,weighted14,0.85,335.95439761904873,6256.109506554887,9175.68799667306,206.1257473842594,-165.56298373017367
146,2025-05-27,146,weighted14_q85,weighted14,0.85,358.21743276190375,6449.492041129113,5306.64879129487,289.0083807275128,-6805.508822158718
147,2025-05-28,147,weighted14_q85,weighted14,0.85,357.9608645714278,6544.161339397472,7514.693341494487,264.68716146957655,-3500.70298320634
148,2025-05-29,148,mean7_q85,mean7,0.85,348.8454942857143,6127.660630025522,6654.098535958907,186.14875847222226,-1972.172112857143
149,2025-05-30,149,mean7_q85,mean7,0.85,361.2426014285713,6144.0282959169435,3142.2016024306195,218.3332075099205,-4196.470371190471
150,2025-05-31,150,mean7_q85,mean7,0.85,367.43097999999935,5992.911524224576,4292.242285444288,195.8722526388887,-2734.5163033333233
151,2025-06-01,151,mean7_q85,mean7,0.85,385.2363314285717,6004.388680829905,26158.008048957046,364.58900680555564,5741.60345285714
152,2025-06-02,152,mean7_q85,mean7,0.85,383.5832785714274,6491.389629005584,16916.425862315384,278.504696577381,1237.4279726190646
153,2025-06-03,153,mean7_q85,mean7,0.85,416.68259142857084,6965.808599299047,8265.990592004484,156.17526861111108,-412.1063180952301
154,2025-06-04,154,mean7_q85,mean7,0.85,440.677226428571,7013.391006708133,9586.830526242127,220.27330124503953,-1270.3936558333264
155,2025-06-05,155,mean7_q85,mean7,0.85,436.4660392857136,7098.978351543069,7682.347256479647,169.73985773809514,-880.4344678571347
